timestamp,id,radio_latency,mqtt_latency,total_latency,temperatura,pressao,accelX,accelY,accelZ,gyroX,gyroY,gyroZ
1750170006.853445,1233,8,50,58,23.40,1024.11,1.008,0.021,-0.134,,,
1750170008.0286558,1234,7,50,57,23.40,1024.14,1.011,0.027,-0.145,,,
1750170009.343815,1235,9,50,59,23.40,1024.09,1.011,0.022,-0.123,,,
1750170010.406954,1236,6,50,56,23.40,1024.19,1.014,0.020,-0.121,,,
1750170011.7302935,1237,10,50,60,23.40,1024.20,1.015,0.016,-0.130,,,
1750170012.742406,1238,9,50,59,23.40,1024.09,1.011,0.022,-0.126,,,
1750170013.9407911,1239,8,50,58,23.40,1024.21,1.016,0.021,-0.130,,,
1750170015.2611845,1240,9,50,59,23.40,1024.16,1.005,0.022,-0.130,,,
1750170016.5821092,1241,8,50,58,23.40,1024.18,1.019,0.022,-0.129,,,
1750170017.6814518,1242,10,50,60,23.40,1024.16,1.012,0.019,-0.132,,,
1750170019.0196383,1243,9,50,59,23.40,1024.15,1.004,0.021,-0.122,,,
1750170020.3689036,1244,8,50,58,23.40,1024.08,1.012,0.019,-0.118,,,
1750170021.3602934,1245,7,50,57,23.40,1024.12,1.010,0.014,-0.138,,,
1750170022.7159698,1246,9,50,59,23.40,1024.09,1.011,0.019,-0.130,,,
1750170023.6936646,1247,9,50,59,23.40,1024.16,1.011,0.018,-0.125,,,
1750170024.9542212,1248,8,50,58,23.40,1024.09,1.012,0.021,-0.134,,,
1750170026.1065028,1249,7,50,57,23.40,1024.13,1.019,0.018,-0.140,,,
1750170027.2746027,1250,10,50,60,23.40,1024.15,1.010,0.026,-0.136,,,
1750170028.537972,1251,7,50,57,23.40,1024.07,1.012,0.022,-0.133,,,
1750170029.6387398,1252,9,50,59,23.40,1024.10,1.017,0.014,-0.129,,,
1750170030.7686634,1253,8,50,58,23.40,1024.10,1.007,0.016,-0.126,,,
1750170032.0975654,1254,7,50,57,23.40,1024.13,1.012,0.019,-0.135,,,
1750170033.313723,1255,10,50,60,23.40,1024.12,1.014,0.020,-0.131,,,
1750170034.5796227,1256,8,50,58,23.40,1024.11,1.009,0.018,-0.124,,,
1750170035.6685376,1257,5,50,55,23.40,1024.18,1.010,0.017,-0.127,,,
1750170036.8854241,1258,12,50,62,23.40,1024.17,1.005,0.017,-0.133,,,
1750170037.94133,1259,8,50,58,23.40,1024.10,1.012,0.020,-0.136,,,
1750170039.0645022,1260,9,50,59,23.40,1024.16,1.009,0.019,-0.130,,,
1750170040.0791295,1261,7,50,57,23.40,1024.16,1.008,0.021,-0.131,,,
1750170041.2972653,1261,8,50,58,23.40,1024.15,1.010,0.021,-0.127,,,
1750170042.552134,1262,11,50,61,23.40,1024.14,1.015,0.020,-0.126,,,
1750170043.640209,1263,7,50,57,23.40,1024.16,1.014,0.018,-0.123,,,
1750170044.6137664,1264,5,50,55,23.40,1024.11,1.008,0.025,-0.129,,,
1750170045.8697417,1265,9,50,59,23.40,1024.12,1.012,0.018,-0.134,,,
1750170047.19308,1266,9,50,59,23.40,1024.13,1.005,0.019,-0.132,,,
1750170048.5527403,1267,10,50,60,23.40,1024.11,1.014,0.017,-0.129,,,
1750170049.9091487,1268,9,50,59,23.40,1024.08,1.010,0.027,-0.131,,,
1750170051.0007281,1269,8,50,58,23.40,1024.10,1.012,0.019,-0.126,,,
1750170052.375433,1270,10,50,60,23.40,1024.10,1.002,0.020,-0.128,,,
1750170053.5652773,1271,8,50,58,23.40,1024.16,1.013,0.020,-0.127,,,
1750170054.54689,1272,7,50,57,23.40,1024.08,1.004,0.019,-0.131,,,
1750170055.8487093,1273,11,50,61,23.40,1024.12,1.010,0.020,-0.122,,,
1750170056.878877,1274,5,50,55,23.40,1024.07,1.008,0.018,-0.139,,,
1750170058.1548872,1275,9,50,59,23.40,1024.17,1.013,0.017,-0.134,,,
1750170059.433166,1276,8,50,58,23.40,1024.16,1.005,0.015,-0.129,,,
1750170060.4526818,1277,9,50,59,23.40,1024.12,1.011,0.017,-0.120,,,
1750170061.529534,1277,9,50,59,23.40,1024.16,1.001,0.012,-0.128,,,
1750170062.7831423,1277,9,50,59,23.40,1024.11,1.012,0.023,-0.128,,,
1750170064.077404,1278,9,50,59,23.40,1024.13,1.008,0.018,-0.125,,,
1750170065.441463,1279,9,50,59,23.40,1024.06,1.012,0.018,-0.128,,,
1750170066.6065729,1280,8,50,58,23.40,1024.09,1.009,0.024,-0.129,,,
1750170067.667281,1281,7,50,57,23.40,1024.20,1.007,0.011,-0.137,,,
1750170068.7725794,1282,9,50,59,23.40,1024.10,1.011,0.019,-0.135,,,
1750170069.9175646,1283,9,50,59,23.40,1024.17,1.010,0.022,-0.130,,,
1750170070.9659455,1284,10,50,60,23.40,1024.16,1.007,0.018,-0.121,,,
1750170072.2715647,1285,7,50,57,23.40,1024.11,1.010,0.019,-0.132,,,
1750170073.3841903,1286,9,50,59,23.40,1024.16,1.011,0.020,-0.126,,,
1750170074.6001413,1287,6,50,56,23.40,1024.17,1.007,0.026,-0.129,,,
1750170076.0436673,1288,9,50,59,23.40,1024.19,1.006,0.022,-0.132,,,
1750170077.05706,1289,8,50,58,23.40,1024.16,1.010,0.015,-0.129,,,
1750170078.3949697,1290,9,50,59,23.40,1024.11,1.007,0.025,-0.125,,,
1750170079.614611,1291,10,50,60,23.40,1024.10,1.011,0.019,-0.124,,,
1750170080.6491754,1292,7,50,57,23.40,1024.13,1.012,0.024,-0.126,,,
1750170081.7010603,1293,5,50,55,23.40,1024.13,1.013,0.019,-0.139,,,
1750170082.7091713,1294,8,50,58,23.40,1024.13,1.016,0.015,-0.136,,,
1750170084.2345524,1295,10,50,60,23.40,1024.19,1.006,0.019,-0.127,,,
1750170086.231819,1296,7,50,57,23.40,1024.15,1.010,0.018,-0.132,,,
1750170086.2329879,1297,9,50,59,23.40,1024.12,1.010,0.016,-0.128,,,
1750170087.184088,1298,9,50,59,23.40,1024.15,1.010,0.025,-0.131,,,
1750170089.9186382,1299,10,50,60,23.40,1024.09,1.006,0.017,-0.125,,,
1750170089.920639,1300,9,50,59,23.40,1024.12,1.021,0.017,-0.122,,,
1750170090.841669,1300,9,50,59,23.40,1024.12,1.011,0.016,-0.123,,,
1750170092.1283383,1301,9,50,59,23.40,1024.08,1.011,0.015,-0.132,,,
1750170093.2140074,1302,10,50,60,23.40,1024.05,1.011,0.020,-0.129,,,
1750170094.4374177,1303,7,50,57,23.40,1024.12,1.018,0.017,-0.131,,,
1750170095.4828568,1304,8,50,58,23.40,1024.13,1.009,0.021,-0.123,,,
1750170096.791116,1305,9,50,59,23.40,1024.16,1.009,0.016,-0.120,,,
1750170097.927772,1305,9,50,59,23.40,1024.12,1.007,0.022,-0.136,,,
1750170099.093728,1306,12,50,62,23.40,1024.12,1.009,0.018,-0.128,,,
1750170100.1691399,1307,5,50,55,23.40,1024.12,1.019,0.016,-0.121,,,
1750170101.4324732,1308,9,50,59,23.40,1024.12,1.009,0.024,-0.130,,,
